"dominio","...1","directorio","secuencia_p","orden","clase","mes","estrato1","sex","age","p6050","p6090","p6210","p6210s1","p6240","oficio","p6426","relab","hoursWorkUsual","p6870","p7040","p7090","p7495","p7500s1a1","p7500s2a1","p7500s3a1","p7505","p7510s1a1","p7510s2a1","p7510s3a1","p7510s5a1","p7510s6a1","p7510s7a1","impa","isa","iof1","iof2","iof3h","iof3i","iof6","ingtotob","ingtot","fex_c","depto","fex_dpto","fweight","college","regSalud","cotPension","totalHoursWorked","formal","cuentaPropia","microEmpresa","y_total_m","y_total_m_ha","ingtot_H"
"BOGOTA",1993,4642173,1,2,1,6,"4","1",52,"9","1","6","7","1","12",60,4,72,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1200000,0,0,0,0,0,0,1200000,1200000,215.414097574362,11,215.414097574362,215,0,"1",2,72,"0",1,1,1200000,3888.88891601562,16666.6666666667
"BOGOTA",1994,4642174,1,1,1,6,"3","1",44,"1","1","6","4","1","21",144,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,146000,1500000,1376666.66666667,0,0,0,0,0,0,1376666.66666667,1793333.66666667,215.010350629517,11,215.010350629517,215,0,"1",1,48,"1",0,0,1376666.625,6692.12939453125,37361.1180555556
"BOGOTA",1995,4642174,1,2,1,6,"3","0",31,"2","1","6","9","1","21",120,1,48,6,2,2,"2",0,0,0,"1",0,0,0,0,0,0,10158000,0,0,0,0,0,0,10158000,10158000,215.010350629517,11,215.010350629517,215,0,"1",1,48,"1",0,0,10158000,49379.16796875,211625
"BOGOTA",1997,4642175,1,1,1,6,"3","0",34,"1","1","6","3","1","44",48,1,24,9,2,1,"2",0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,911120,202.336615343028,11,202.336615343028,202,0,"1",1,24,"1",0,0,1617550.51747335,8541.87432821602,37963.3333333333
"BOGOTA",2001,4642177,1,2,1,6,"3","0",45,"2","1","5","11","1","55",5,1,40,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,869453,0,0,0,0,0,0,1869453,1869453,190.500193042939,11,190.500193042939,191,1,"1",1,40,"1",0,0,869453,5071.80908203125,46736.325
"BOGOTA",2004,4642179,1,1,1,6,"3","0",39,"1","1","5","11","1","80",1,4,36,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,3e+05,0,0,0,0,0,0,3e+05,3e+05,241.690993260891,11,241.690993260891,242,1,"3",2,36,"0",1,1,3e+05,1944.44445800781,8333.33333333333
"BOGOTA",2009,4642180,1,2,1,6,"3","1",25,"3","1","5","11","1","80",5,1,45,8,2,2,"2",0,0,0,"1",0,0,0,0,0,1800000,884166.666666667,0,0,0,0,0,0,884166.666666667,884166.666666667,249.083172229587,11,249.083172229587,249,1,"1",1,45,"1",0,0,884166.6875,4584.56787109375,19648.1481481482
"BOGOTA",2011,4642180,1,4,1,6,"3","1",36,"5","1","6","1","1","39",8,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1245211,0,0,0,0,0,0,1245211,1245211,249.083172229587,11,249.083172229587,249,0,"1",1,48,"1",0,0,1245211,6053.10888671875,25941.8958333333
"BOGOTA",2014,4642181,1,3,1,6,"3","1",25,"4","1","5","11","1","97",12,1,48,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,949667,232.606130887381,11,232.606130887381,233,1,"1",1,48,"1",0,0,1617550.51747335,8541.87432821602,19784.7291666667
"BOGOTA",2018,4642182,1,3,1,6,"3","0",36,"3","1","5","11","1","39",24,1,48,6,2,2,"2",0,0,0,"1",0,0,0,0,2e+05,0,843742,0,0,0,0,0,0,843742,843742,262.774583352467,11,262.774583352467,263,1,"1",1,48,"1",0,0,843742,4101.5234375,17577.9583333333
"BOGOTA",2019,4642182,1,4,1,6,"3","0",44,"3","1","6","5","1","13",5,4,48,5,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1300000,0,0,0,0,0,0,1300000,1300000,262.774583352467,11,262.774583352467,263,0,"1",1,48,"1",1,0,1300000,6319.4443359375,27083.3333333333
"BOGOTA",2020,4642182,1,5,1,6,"3","1",44,"9","1","5","11","1","93",48,4,48,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,5e+05,0,0,0,0,0,0,5e+05,5e+05,262.774583352467,11,262.774583352467,263,1,"1",2,48,"0",1,1,5e+05,2430.5556640625,10416.6666666667
"BOGOTA",2022,4642183,1,2,1,6,"3","0",30,"3","1","6","5","1","11",24,4,48,5,2,2,"2",0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e+05,218.35474216518,11,218.35474216518,218,0,"1",1,48,"1",1,0,1617550.51747335,8541.87432821602,12500
"BOGOTA",2023,4642183,1,3,1,6,"3","0",21,"3","1","6","2","1","33",24,1,48,5,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1200000,0,0,0,0,0,0,1200000,1200000,218.35474216518,11,218.35474216518,218,0,"1",1,48,"1",0,0,1200000,5833.33349609375,25000
"BOGOTA",2025,4642184,1,1,1,6,"3","0",29,"1","1","5","11","1","45",12,1,60,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1e+06,0,0,0,0,0,0,1e+06,1e+06,202.336615343028,11,202.336615343028,202,1,"3",2,60,"0",0,1,1e+06,3888.88891601562,16666.6666666667
"BOGOTA",2026,4642184,1,2,1,6,"3","0",24,"5","1","5","11","1","50",3,1,54,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,9e+05,0,0,0,0,0,0,9e+05,9e+05,202.336615343028,11,202.336615343028,202,1,"3",2,54,"0",0,1,9e+05,3888.88891601562,16666.6666666667
"BOGOTA",2027,4642185,1,1,1,6,"2","1",27,"1","1","5","11","1","97",7,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,6e+05,940877.666666667,0,0,0,0,0,0,1182877.66666667,1182877.66666667,214.699105603549,11,214.699105603549,215,1,"1",1,48,"1",0,0,940877.6875,4573.7109375,24643.2847222223
"BOGOTA",2028,4642185,1,2,1,6,"2","1",29,"9","2","6","1","1","45",1,4,48,4,2,1,"2",0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e+05,214.699105603549,11,214.699105603549,215,0,NA,2,48,"0",1,0,1617550.51747335,8541.87432821602,8333.33333333333
"BOGOTA",2031,4642186,1,1,1,6,"3","0",44,"1","1","5","11","1","58",1,1,96,2,2,2,"2",0,0,0,"1",0,0,0,0,1e+06,0,996666.666666667,0,0,0,0,0,0,996666.666666667,996666.666666667,268.797740606756,11,268.797740606756,269,1,"1",1,96,"1",0,1,996666.6875,2422.45385742188,10381.9444444444
"BOGOTA",2033,4642186,1,4,1,6,"3","0",27,"3","1","6","2","1","34",2,1,40,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,781242,0,0,0,0,0,0,781242,781242,268.797740606756,11,268.797740606756,269,0,"1",2,40,"0",0,0,781242,4557.2451171875,19531.05
"BOGOTA",2035,4642187,1,1,1,6,"3","0",39,"1","1","5","11","1","45",24,4,40,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,8e+05,0,0,0,0,0,0,8e+05,8e+05,226.266797881148,11,226.266797881148,226,1,"3",2,40,"0",1,1,8e+05,4666.66650390625,20000
"BOGOTA",2038,4642188,1,1,1,6,"1","1",34,"1","1","6","3","1","51",36,5,60,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1e+06,0,0,0,0,0,0,1e+06,1e+06,225.361621412771,11,225.361621412771,225,0,NA,2,60,"0",0,1,1e+06,3888.88891601562,16666.6666666667
"BOGOTA",2039,4642189,1,1,1,6,"1","1",37,"1","1","4","9","1","45",24,1,60,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,975000,0,0,0,0,0,0,975000,975000,200.851463826193,11,200.851463826193,201,0,"1",1,60,"1",0,0,975000,3791.66674804688,16250
"BOGOTA",2041,4642190,1,1,1,6,"1","0",42,"1","1","6","3","1","59",168,4,72,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,2e+06,0,0,0,0,0,0,2e+06,2e+06,226.846772929605,11,226.846772929605,227,0,"1",1,72,"1",1,1,2e+06,6481.4814453125,27777.7777777778
"BOGOTA",2043,4642191,1,1,1,6,"1","0",72,"1","1","3","5","4","79",72,4,24,1,2,2,"2",0,0,0,"1",0,0,1440000,0,0,0,3e+05,0,0,0,0,120000,0,420000,420000,281.899471483264,11,281.899471483264,282,0,"3",2,24,"0",1,1,3e+05,2916.66674804688,17500
"BOGOTA",2045,4642191,1,3,1,6,"1","1",34,"9","1","4","9","1","95",38,1,48,7,2,2,"2",0,0,0,"1",0,0,0,0,8e+05,2e+06,1017211,0,0,0,0,0,0,1017211,1017211,281.899471483264,11,281.899471483264,282,0,"1",1,48,"1",0,0,1017211,4944.77587890625,21191.8958333333
"BOGOTA",2046,4642192,1,1,1,6,"1","1",52,"1","1","3","5","1","58",129,1,60,4,2,2,"1",4e+05,0,0,"1",0,0,0,0,2e+05,0,1408333.33333333,0,0,0,0,0,4e+05,1808333.33333333,1808333.33333333,196.669578438694,11,196.669578438694,197,0,"1",1,60,"1",0,0,1408333.375,5476.85205078125,30138.8888888888
"BOGOTA",2047,4642192,1,2,1,6,"1","0",48,"2","1","3","3","1","79",24,4,60,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1e+06,0,0,0,0,0,0,1e+06,1e+06,196.669578438694,11,196.669578438694,197,0,"1",2,60,"0",1,1,1e+06,3888.88891601562,16666.6666666667
"BOGOTA",2048,4642192,1,3,1,6,"1","0",27,"3","1","5","11","1","38",24,1,48,8,2,2,"2",0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,994229,196.669578438694,11,196.669578438694,197,1,"1",1,48,"1",0,0,1617550.51747335,8541.87432821602,20713.1041666667
"BOGOTA",2052,4642192,2,2,1,6,"1","0",21,"3","1","5","10","1","53",6,1,48,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,8e+05,0,0,0,0,0,0,8e+05,950000,196.669578438694,11,196.669578438694,197,1,"1",2,48,"0",0,0,8e+05,3888.88891601562,19791.6666666667
"BOGOTA",2053,4642192,2,4,1,6,"1","0",19,"3","1","5","11","1","45",1,1,50,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,8e+05,0,0,0,0,0,0,8e+05,8e+05,196.669578438694,11,196.669578438694,197,1,"1",2,50,"0",0,0,8e+05,3733.33325195312,16000
"BOGOTA",2054,4642193,1,1,1,6,"1","1",51,"1","1","5","11","1","95",2,1,48,3,2,2,"2",0,0,0,"1",0,0,0,0,0,0,938211,0,0,0,0,0,0,938211,938211,240.114439658504,11,240.114439658504,240,1,"1",1,48,"1",0,1,938211,4560.748046875,19546.0625
"BOGOTA",2059,4642194,1,1,1,6,"1","1",59,"1","1","4","6","1","81",24,4,84,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1300000,0,0,0,0,0,0,1300000,1300000,263.751389526898,11,263.751389526898,264,0,"3",2,84,"0",1,0,1300000,3611.11108398438,15476.1904761905
"BOGOTA",2060,4642194,1,2,1,6,"1","0",43,"2","1","5","11","1","54",108,4,36,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,6e+05,0,0,0,0,0,0,6e+05,6e+05,263.751389526898,11,263.751389526898,264,1,"3",2,36,"0",1,1,6e+05,3888.88891601562,16666.6666666667
"BOGOTA",2062,4642194,1,4,1,6,"1","1",19,"3","1","5","11","1","95",5,1,48,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,450000,0,0,0,0,0,0,450000,450000,263.751389526898,11,263.751389526898,264,1,"3",2,48,"0",0,0,450000,2187.5,9375
"BOGOTA",2065,4642195,1,2,1,6,"3","1",42,"3","1","5","11","1","39",72,1,48,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,833333.333333333,0,0,0,0,0,0,833333.333333333,833333.333333333,242.55365472579,11,242.55365472579,243,1,"1",1,48,"1",0,0,833333.3125,4050.92578125,17361.1111111111
"BOGOTA",2066,4642196,1,1,1,6,"3","1",49,"1","1","5","11","1","79",60,4,45,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1e+06,0,0,0,0,0,0,1e+06,1e+06,190.500193042939,11,190.500193042939,191,1,"1",2,45,"0",1,1,1e+06,5185.18505859375,22222.2222222222
"BOGOTA",2067,4642196,1,2,1,6,"3","0",49,"2","1","4","7","1","79",60,4,45,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1e+06,0,0,0,0,0,0,1e+06,1e+06,190.500193042939,11,190.500193042939,191,0,"3",2,45,"0",1,1,1e+06,5185.18505859375,22222.2222222222
"BOGOTA",2069,4642196,1,4,1,6,"3","0",21,"9","2","5","11","1","45",3,1,48,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,640000,0,0,0,0,0,0,640000,640000,190.500193042939,11,190.500193042939,191,1,NA,2,48,"0",0,1,640000,3111.11108398438,13333.3333333333
"BOGOTA",2073,4642199,1,2,1,6,"1","1",34,"3","1","5","11","1","45",72,1,48,2,2,2,"2",0,0,0,"1",0,0,0,0,0,0,869453,0,0,0,0,0,0,869453,869453,230.717232425701,11,230.717232425701,231,1,"1",1,48,"1",0,1,869453,4226.5078125,18113.6041666667
"BOGOTA",2078,4642200,1,1,1,6,"2","1",37,"1","2","4","7","1","83",120,5,70,3,2,2,"2",0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,288.637620708365,11,288.637620708365,289,0,NA,2,70,"0",0,1,1617550.51747335,8541.87432821602,21428.5714285714
"BOGOTA",2080,4642201,1,1,1,6,"2","1",50,"1","1","3","2","1","45",24,5,70,2,2,2,"1",7e+05,0,0,"2",0,0,0,0,0,0,7e+05,0,0,0,0,0,7e+05,1400000,1400000,225.361621412771,11,225.361621412771,225,0,"3",2,70,"0",0,1,7e+05,2333.33325195312,20000
"BOGOTA",2083,4642203,1,2,1,6,"3","0",44,"2","1","6","2","1","39",30,1,48,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1388333.33333333,0,0,0,0,0,0,1388333.33333333,1388333.33333333,191.215185013753,11,191.215185013753,191,0,"1",1,48,"1",0,0,1388333.375,6748.8427734375,28923.611111111
"BOGOTA",2086,4642204,1,1,1,6,"3","0",53,"1","1","4","8","1","45",120,5,40,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,4e+05,0,0,0,0,0,0,4e+05,4e+05,192.389091504619,11,192.389091504619,192,0,"1",2,40,"0",0,1,4e+05,2333.33325195312,10000
"BOGOTA",2087,4642204,1,2,1,6,"3","1",56,"2","1","3","5","1","45",240,4,60,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,6e+05,0,0,0,0,0,0,6e+05,6e+05,192.389091504619,11,192.389091504619,192,0,"1",1,60,"1",1,1,6e+05,2333.33325195312,10000
"BOGOTA",2090,4642205,1,2,1,6,"2","1",62,"2","2","3","5","1","58",4,1,80,3,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1e+06,0,0,0,0,0,0,1e+06,1e+06,232.606130887381,11,232.606130887381,233,0,NA,2,80,"0",0,1,1e+06,2916.66674804688,12500
"BOGOTA",2091,4642205,1,3,1,6,"2","1",34,"3","2","6","2","1","87",2,4,52,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1500000,0,0,0,0,0,0,1500000,1500000,232.606130887381,11,232.606130887381,233,0,NA,2,52,"0",1,1,1500000,6730.76904296875,28846.1538461538
"BOGOTA",2093,4642206,1,1,1,6,"1","1",34,"1","2","6","2","1","3",2,1,48,2,2,2,"2",0,0,0,"1",0,0,0,0,0,1500000,1e+06,0,0,0,0,0,0,1e+06,1e+06,264.707438170245,11,264.707438170245,265,0,NA,2,48,"0",0,1,1e+06,4861.111328125,20833.3333333333
"BOGOTA",2094,4642206,1,2,1,6,"1","0",33,"2","1","6","2","1","39",2,1,60,9,2,2,"2",0,0,0,"1",0,0,0,0,690000,0,1133333.33333333,0,0,0,0,0,0,1133333.33333333,1133333.33333333,264.707438170245,11,264.707438170245,265,0,"1",1,60,"1",0,0,1133333.375,4407.40771484375,18888.8888888888
"BOGOTA",2095,4642207,1,1,1,6,"1","1",41,"1","1","5","11","1","58",144,1,60,9,2,2,"2",0,0,0,"1",0,0,0,0,30000,8e+05,1184877.66666667,0,0,0,0,0,0,1184877.66666667,1184877.66666667,264.707438170245,11,264.707438170245,265,1,"1",1,60,"1",0,0,1184877.625,4607.857421875,19747.9611111112
"BOGOTA",2096,4642207,1,2,1,6,"1","0",42,"2","1","5","11","1","53",120,1,54,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,640000,0,0,0,0,0,0,960000,960000,264.707438170245,11,264.707438170245,265,1,"1",2,54,"0",0,0,640000,2765.43212890625,17777.7777777778
"BOGOTA",2098,4642208,1,1,1,6,"2","1",51,"1","2","3","4","1","97",14,1,50,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,9e+05,0,0,0,0,0,0,1e+06,1e+06,225.361621412771,11,225.361621412771,225,0,NA,2,50,"0",0,0,9e+05,4200,20000
"BOGOTA",2101,4642209,1,3,1,6,"1","1",24,"3","1","5","11","1","90",5,1,48,5,2,2,"2",0,0,0,"1",0,0,0,0,0,0,931953,0,0,0,0,0,0,931953,931953,242.094740205737,11,242.094740205737,242,1,"1",1,48,"1",0,0,931953,4530.3271484375,19415.6875
"BOGOTA",2102,4642210,1,1,1,6,"3","0",22,"1","1","6","5","1","39",20,1,48,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1054877.66666667,0,0,0,0,0,0,1054877.66666667,1054877.66666667,187.003822048838,11,187.003822048838,187,0,"1",1,48,"1",0,0,1054877.625,5127.87744140625,21976.6180555556
"BOGOTA",2104,4642211,1,1,1,6,"1","1",77,"1","1","1","0","6","80",120,4,9,1,2,2,"1",1e+05,0,0,"1",0,0,1440000,0,0,0,20000,0,0,0,0,120000,1e+05,240000,240000,205.748160319071,11,205.748160319071,206,0,"3",2,9,"0",1,1,20000,518.518493652344,26666.6666666667
"BOGOTA",2106,4642211,1,3,1,6,"1","1",43,"3","1","4","7","1","79",156,1,72,5,2,2,"2",0,0,0,"1",0,0,0,0,0,0,869453,0,0,0,0,0,0,869453,869453,205.748160319071,11,205.748160319071,206,0,"1",1,72,"1",0,0,869453,2817.671875,12075.7361111111
"BOGOTA",2108,4642211,1,5,1,6,"1","0",23,"4","1","6","2","1","97",4,1,48,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,869453,0,0,0,0,0,0,869453,869453,205.748160319071,11,205.748160319071,206,0,"1",1,48,"1",0,0,869453,4226.5078125,18113.6041666667
"BOGOTA",2109,4642211,1,6,1,6,"1","1",24,"9","1","6","2","1","97",40,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,1400000,0,930929.416666667,0,0,0,0,0,0,1030929.41666667,1030929.41666667,205.748160319071,11,205.748160319071,206,0,"1",1,48,"1",0,0,930929.4375,4525.3515625,21477.6961805556
"BOGOTA",2111,4642212,1,2,1,6,"1","1",63,"2","1","5","11","1","45",240,4,40,1,1,2,"2",0,0,0,"2",0,0,0,0,0,0,6e+05,5e+05,0,0,0,0,0,1100000,1100000,158.701569625654,11,158.701569625654,159,1,"3",2,76,"0",1,1,6e+05,1842.10522460938,14473.6842105263
"BOGOTA",2113,4642212,1,4,1,6,"1","0",21,"3","1","6","2","1","33",12,1,48,3,2,2,"2",0,0,0,"2",0,0,0,0,0,0,8e+05,0,0,0,0,0,0,8e+05,8e+05,158.701569625654,11,158.701569625654,159,0,"1",1,48,"1",0,1,8e+05,3888.88891601562,16666.6666666667
"BOGOTA",2115,4642213,1,1,1,6,"1","1",43,"1","1","4","7","1","98",84,4,90,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e+05,213.83644413865,11,213.83644413865,214,0,"3",2,90,"0",1,1,1617550.51747335,8541.87432821602,10000
"BOGOTA",2116,4642213,1,2,1,6,"1","0",39,"2","1","5","11","1","55",4,1,48,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,869453,0,0,0,0,0,0,869453,869453,213.83644413865,11,213.83644413865,214,1,"1",1,48,"1",0,0,869453,4226.5078125,18113.6041666667
"BOGOTA",2119,4642214,1,1,1,6,"2","1",23,"1","1","5","11","1","87",20,1,48,4,2,2,"2",0,0,0,"1",0,0,0,0,0,280000,1116544.33333333,0,0,0,0,0,0,1116544.33333333,1116544.33333333,233.67632424026,11,233.67632424026,234,1,"1",1,48,"1",0,0,1116544.375,5427.646484375,23261.3402777777
"BOGOTA",2120,4642214,1,2,1,6,"2","1",18,"5","1","4","7","1","87",3,1,48,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,885286.333333333,0,0,0,0,0,0,885286.333333333,885286.333333333,233.67632424026,11,233.67632424026,234,0,"1",1,48,"1",0,0,885286.3125,4303.47509765625,18443.4652777778
"BOGOTA",2122,4642216,1,1,1,6,"2","1",51,"1","1","5","11","1","84",288,4,48,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,7e+05,0,0,0,0,0,0,7e+05,7e+05,225.361621412771,11,225.361621412771,225,1,"1",1,48,"1",1,1,7e+05,3402.77783203125,14583.3333333333
"BOGOTA",2124,4642217,1,1,1,6,"2","0",26,"1","1","5","11","1","54",1,3,48,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,960000,0,0,0,0,0,0,1080000,1080000,264.707438170245,11,264.707438170245,265,1,"3",2,48,"0",0,1,960000,4666.66650390625,22500
"BOGOTA",2125,4642217,1,2,1,6,"2","1",29,"2","2","4","6","4","98",12,4,24,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,6e+05,0,0,0,0,0,0,6e+05,6e+05,264.707438170245,11,264.707438170245,265,0,NA,2,24,"0",1,1,6e+05,5833.33349609375,25000
"BOGOTA",2126,4642218,1,1,1,6,"2","0",26,"1","1","5","11","1","33",12,1,48,3,2,2,"2",0,0,0,"1",0,0,0,0,0,7e+05,1007687.41666667,0,0,0,0,0,0,1007687.41666667,1007687.41666667,313.230619220106,11,313.230619220106,313,1,"1",1,48,"1",0,1,1007687.4375,4898.48046875,20993.4878472223
"BOGOTA",2127,4642218,1,2,1,6,"2","1",31,"2","1","6","3","1","38",90,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,120000,0,994119.666666667,0,0,0,0,0,0,994119.666666667,994119.666666667,313.230619220106,11,313.230619220106,313,0,"1",1,48,"1",0,0,994119.6875,4832.5263671875,20710.8263888889
"BOGOTA",2130,4642219,1,1,1,6,"3","0",50,"1","1","4","6","1","41",240,5,72,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,5e+05,0,0,0,0,0,0,5e+05,5e+05,217.669408637217,11,217.669408637217,218,0,"1",2,72,"0",0,1,5e+05,1620.37036132812,6944.44444444444
"BOGOTA",2131,4642219,1,2,1,6,"3","0",31,"3","1","6","5","1","41",240,4,82,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1e+06,0,0,0,0,0,0,1e+06,1e+06,217.669408637217,11,217.669408637217,218,0,"1",2,82,"0",1,1,1e+06,2845.52856445312,12195.1219512195
"BOGOTA",2133,4642220,1,1,1,6,"1","1",24,"1","1","6","4","1","39",18,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,975000,0,0,0,0,0,0,975000,975000,249.603048976859,11,249.603048976859,250,0,"1",1,48,"1",0,0,975000,4739.58349609375,20312.5
"BOGOTA",2134,4642220,1,2,1,6,"1","0",26,"2","1","6","2","1","39",3,1,36,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,750000,0,0,0,0,0,0,750000,750000,249.603048976859,11,249.603048976859,250,0,"1",1,36,"1",0,0,750000,4861.111328125,20833.3333333333
"BOGOTA",2135,4642221,1,1,1,6,"1","1",73,"1","1","3","5","6","95",120,4,20,1,2,1,"1",3e+05,0,0,"1",0,0,1440000,0,0,0,3e+05,0,0,0,0,120000,3e+05,720000,720000,232.606130887381,11,232.606130887381,233,0,"3",2,20,"0",1,1,3e+05,3500,36000
"BOGOTA",2139,4642222,1,1,1,6,"1","1",49,"1","1","5","11","1","95",36,1,48,9,2,2,"1",580000,0,0,"1",0,0,0,0,9e+05,0,1863333.33333333,0,0,0,0,0,580000,2443333.33333333,2443333.33333333,214.513216506223,11,214.513216506223,215,1,"1",1,48,"1",0,0,1863333.375,9057.8701171875,50902.7777777777
"BOGOTA",2143,4642222,1,5,1,6,"1","0",24,"3","1","5","11","1","57",2,4,48,3,2,2,"2",0,0,0,"2",0,0,0,0,0,0,8e+05,0,0,0,0,0,0,8e+05,8e+05,214.513216506223,11,214.513216506223,215,1,"3",2,48,"0",1,1,8e+05,3888.88891601562,16666.6666666667
"BOGOTA",2144,4642223,1,1,1,6,"3","1",49,"1","1","3","5","1","53",190,4,48,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1400000,0,0,0,0,0,0,1400000,1400000,191.674099533806,11,191.674099533806,192,0,"1",2,48,"0",1,1,1400000,6805.5556640625,29166.6666666667
"BOGOTA",2146,4642223,1,3,1,6,"3","0",20,"3","1","6","3","1","45",3,1,48,6,2,2,"2",0,0,0,"2",0,0,0,0,0,0,9e+05,0,0,0,0,0,0,9e+05,9e+05,191.674099533806,11,191.674099533806,192,0,"1",1,48,"1",0,0,9e+05,4375,18750
"BOGOTA",2148,4642225,1,1,1,6,"3","1",63,"1","1","6","3","1","85",120,1,48,9,2,2,"1",0,2600000,0,"2",0,0,0,0,0,0,3500000,0,0,2600000,0,0,0,6100000,6100000,215.145367551873,11,215.145367551873,215,0,"1",3,48,"1",0,0,3500000,17013.888671875,127083.333333333
"BOGOTA",2150,4642225,1,3,1,6,"3","0",22,"3","1","6","5","1","13",12,1,40,5,2,2,"2",0,0,0,"1",0,0,0,0,0,6e+05,1066544.33333333,0,0,0,0,0,0,1306544.33333333,1306544.33333333,215.145367551873,11,215.145367551873,215,0,"1",1,40,"1",0,0,1066544.375,6221.5087890625,32663.6083333332
"BOGOTA",2153,4642226,1,2,1,6,"3","0",30,"3","2","6","2","1","45",3,4,50,1,2,2,"2",0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270000,291.388080801619,11,291.388080801619,291,0,NA,2,50,"0",1,1,1617550.51747335,8541.87432821602,25400
"BOGOTA",2154,4642226,1,4,1,6,"3","1",20,"3","1","6","2","1","84",4,1,48,3,2,2,"2",0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,168000,291.388080801619,11,291.388080801619,291,0,"1",1,48,"1",0,1,1617550.51747335,8541.87432821602,3500
"BOGOTA",2156,4642227,1,1,1,6,"3","0",25,"1","1","6","2","1","97",30,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,96000,0,890000,0,0,0,0,0,0,890000,890000,226.846772929605,11,226.846772929605,227,0,"1",1,48,"1",0,0,890000,4326.388671875,18541.6666666667
"BOGOTA",2159,4642228,1,3,1,6,"2","1",37,"3","1","5","11","1","58",30,2,50,9,2,2,"2",0,0,0,"1",0,0,0,0,280000,0,3765000,0,0,0,0,0,0,3765000,3881667,211.281099268937,11,211.281099268937,211,1,"1",1,50,"1",0,0,3765000,17570,77633.34
"BOGOTA",2160,4642228,1,4,1,6,"2","1",28,"3","2","6","5","1","80",10,1,48,3,2,2,"2",0,0,0,"1",0,0,0,0,0,9680000,7e+05,0,0,0,0,0,0,7e+05,7e+05,211.281099268937,11,211.281099268937,211,0,NA,2,48,"0",0,1,7e+05,3402.77783203125,14583.3333333333
"BOGOTA",2161,4642228,1,5,1,6,"2","1",28,"3","1","6","5","1","9",12,1,48,3,2,2,"2",0,0,0,"1",0,0,0,0,120000,4e+06,3250000,0,0,0,0,0,0,3250000,3260000,211.281099268937,11,211.281099268937,211,0,"1",1,48,"1",0,1,3250000,15798.611328125,67916.6666666667
